Player Name,Date,Statistic,Variable,Value
Marc Leishman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),120
Bronson Burgoon,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),102
Lucas Glover,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),172
Seamus Power,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Shawn Stefani,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Roger Sloan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),168
Emiliano Grillo,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Hunter Mahan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),118
Louis Oosthuizen,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),104
Charley Hoffman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Sungjae Im,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),220
Jordan Spieth,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),158
Hudson Swafford,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),114
Branden Grace,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Patton Kizzire,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Matt Every,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),82
Cameron Smith,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Matt Jones,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),168
Wes Roach,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),126
Hank Lebioda,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),140
Joey Garber,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),114
Sam Ryder,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
J.T. Poston,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),192
Danny Willett,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),118
Stephan Jaeger,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),142
Richy Werenski,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),166
Bud Cauley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Troy Merritt,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),114
Anders Albertson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
Abraham Ancer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Kiradech Aphibarnrat,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Joel Dahmen,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),176
Si Woo Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Scott Piercy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),156
Peter Malnati,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),166
Nick Taylor,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),186
Adam Long,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Josh Teater,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),134
Julian Etulain,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
Billy Horschel,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Martin Kaymer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),88
Kevin Streelman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),162
Bill Haas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),138
Ian Poulter,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Adam Hadwin,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Austin Cook,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Kramer Hickok,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),154
Denny McCarthy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),162
Chris Thompson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),92
Tom Hoge,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),172
J.J. Spaun,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Fabian Gomez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Kelly Kraft,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),154
Anirban Lahiri,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
Jose de Jesus Rodriguez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
Jason Dufner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
Chris Stroud,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Adam Svensson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),134
Rafa Cabrera Bello,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Nate Lashley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
Kevin Na,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),96
Matt Kuchar,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Jonas Blixt,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Curtis Luck,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),118
Rory Sabbatini,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),186
Ryan Blaum,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Russell Knox,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
Kyle Stanley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
J.J. Henry,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),104
Francesco Molinari,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Robert Streb,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Scott Brown,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Webb Simpson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Brian Harman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),162
Michael Thompson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),142
Jim Herman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),96
Tyler Duncan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),166
Matthew Fitzpatrick,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),94
Russell Henley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),140
Zach Johnson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
Roberto Diaz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
Brice Garnett,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),154
Ben Silverman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
Chez Reavie,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Brandt Snedeker,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),166
Andrew Landry,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Rod Pampling,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),96
Aaron Baddeley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),110
Kevin Kisner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Kyoung-Hoon Lee,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Pat Perez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Graeme McDowell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),134
Freddie Jacobson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),102
C.T. Pan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),140
Ernie Els,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),82
Whee Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),122
Kyle Jones,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Roberto Castro,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Johnson Wagner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),116
Brady Schnell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),102
Vaughn Taylor,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),182
Henrik Stenson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Satoshi Kodaira,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Ryan Moore,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Jonathan Byrd,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),98
Andrew Putnam,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
"Ted Potter, Jr.",2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),126
David Hearn,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),94
Michael Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),102
Alex Cejka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Ryan Armour,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),168
Brian Stuard,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),172
Jim Furyk,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
Brian Gay,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),162
Scott Langley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
